user-id,feature
60427,[ 0.  0. -0.]
60445,[2.53950711 0.1305953  0.86537733]
60488,[4.72951713 0.16126888 0.14313323]
60517,[0. 0. 0.]
60569,[-0. -0.  0.]
60621,[-0. -0. -0.]
60626,[ 3.11661935  0.39604668 -0.23877545]
60703,[ 4.47814013  0.15687717 -0.01141348]
60707,[-0. -0.  0.]
60797,[-0. -0.  0.]
60809,[ 3.00001391  0.29366704 -0.80694198]
60816,[ 0.  0. -0.]
60823,[-3.03793536 -0.25743235 -0.11110586]
60850,[7.25725612e-01 7.14892611e-02 4.94375017e-04]
60858,[-0. -0. -0.]
60905,[1.37017733 0.11235049 0.06162886]
61028,[2.04900949e+02 4.98595455e-03 6.49648664e-04]
61038,[-0. -0.  0.]
61107,[1.21776322e+02 4.78611879e-02 1.13006467e+01]
61146,[-0. -0.  0.]
61147,[-8.31258162 -0.1229851  -0.20374347]
61205,[2.87700144 0.38336069 0.00490974]
61211,[ 0.  0. -0.]
61257,[-0. -0.  0.]
61296,[-2.14057648 -0.04924649 -0.12890324]
61348,[-1.302044   -0.03205035  0.01051494]
61354,[-1.42002188 -0.21798711  0.19248608]
61571,[1.51577755 0.17901021 0.14729851]
61579,[-0. -0. -0.]
61667,[2.52678546 0.10401765 1.14195697]
61704,[2.01820074e+01 2.70384923e-03 2.35240043e-04]
61762,[-0.74887533 -0.0726186   0.01891798]
61775,[ 9.49478075  0.59495044 -0.30296712]
61888,[ 3.25135492  0.44311793 -0.12996735]
61901,[-2.05189218e+01 -1.62264723e-03 -5.81675332e-02]
61910,[-1.13289347 -0.01705569  0.15300404]
62069,[-1.16597108 -0.0617045  -0.32767118]
62133,[-0. -0.  0.]
62150,[ 2.48686053  0.12560597 -0.13254274]
62239,[9.55937828 0.00961844 3.19878545]
62272,[ 2.62987141e+07  1.10065109e-09 -3.32193334e-05]
62348,[-0. -0.  0.]
62464,[-0. -0.  0.]
62471,[0.7775737  0.13475636 0.02291745]
62475,[-2.38798765 -0.10067226 -0.21421156]
62542,[-0. -0. -0.]
62582,[0.75948816 0.2192973  0.80023107]
62625,[3.11029481 0.53902542 0.09166981]
62688,[1.22392246e+01 6.12510616e-03 1.82938766e+00]
62755,[0. 0. 0.]
62862,[-0. -0. -0.]
62881,[ 2.81458172e+02  2.59071312e-02 -1.93312063e+00]
62891,[0. 0. 0.]
62895,[ 0.  0. -0.]
62919,[0. 0. 0.]
62929,[-1.58953938 -0.19831429 -0.29640995]
62966,[-7.90263722e+00 -1.19619820e-04  3.01194829e-04]
63024,[-1.6655238  -0.44371252 -0.21315771]
63103,[ 0.  0. -0.]
63243,[ 2.63727065  0.37378919 -0.68701483]
63293,[-2.13854651 -0.07249711  0.08314743]
63360,[ 0.  0. -0.]
63389,[-2.2831675  -0.08821952  0.39552238]
63394,[-0. -0.  0.]
63404,[-1.16640767 -0.17886141 -0.02399183]
63489,[-2.40614974 -0.11738249 -0.39141324]
63545,[-0. -0. -0.]
63595,[ 0.  0. -0.]
63625,[3.13523762 0.53119752 0.06010554]
63643,[ 0.  0. -0.]
63650,[-1.60478705 -0.33347722 -0.53806619]
63714,[3.30096134 0.93663135 2.70402691]
63829,[5.72463915 0.38384106 0.09195166]
63854,[-0. -0.  0.]
63865,[ 2.59755786e+01  1.36415870e-02 -1.20948597e-02]
63901,[3.1512135  0.10855447 0.90279083]
63923,[ 0.77050695  0.10363079 -0.00413008]
63956,[1.56128762e+01 3.15652008e-02 9.90834019e-03]
63993,[ 2.14545129  0.02349683 -0.88814954]
63997,[8.50261047 0.03730154 0.22537708]
64015,[9.57031633 0.23275543 1.12413927]
64063,[ 0.67075147  0.0664624  -0.0448905 ]
64075,[0.95134985 0.04963512 0.43995838]
64111,[-1.51277423 -0.29559282 -0.71495032]
64155,[-1.25544242 -0.10630615  0.43923661]
64241,[-1.71052115e+02 -1.21332272e-02  1.46788945e-01]
64271,[-1.28722137 -0.20676876  0.09404819]
64310,[-14.19390087  -0.01659189  -0.01812531]
64373,[-2.44767228 -0.13362006  0.00554609]
64436,[ 0.  0. -0.]
64440,[0. 0. 0.]
64521,[4.88117673e+00 1.43977026e-01 1.32852106e-03]
64708,[-0. -0. -0.]
64743,[ 2.89272488  0.35025106 -0.66424729]
64763,[-13.13792233  -0.13221522   1.86548533]
64943,[5.87212609 0.43229689 3.96969015]
64946,[-14.78617837  -0.04185674  -0.05859795]
65145,[0. 0. 0.]
65208,[ 1.19332908e+01  1.89979095e-02 -1.75489932e-03]
65228,[ 0.78290107  0.14408098 -0.25870893]
65244,[-1.42518364 -0.21726823  0.22386323]
65258,[ 1.07422009e+03  7.18705311e-04 -1.37613184e-01]
65370,[0. 0. 0.]
65382,[ 2.83843133  0.08525249 -0.36094956]
65401,[ 6.71481567  0.02674566 -0.06649655]
65467,[0. 0. 0.]
65484,[-9.10566111 -0.13705963  0.01355772]
65487,[ 0.  0. -0.]
65497,[3.2794201  0.91163833 1.97407266]
65584,[-1.16294816e+01 -2.56395065e-06  1.93783815e-05]
65663,[ 6.04891162e+01  1.67855951e-03 -4.94361269e-02]
65665,[5.11130155 0.00672639 0.0081387 ]
65710,[-1.56687733 -0.79726697 -1.58644824]
65752,[ 0.70605329  0.12761425 -0.16392086]
65769,[ 2.64168599  0.21750249 -0.835688  ]
65791,[ 0.  0. -0.]
65837,[0. 0. 0.]
66055,[-8.50364536e+00 -2.67925772e-03  4.84416440e-02]
66113,[5.39411958 0.3465608  0.38637861]
66178,[0.75634207 0.22507591 0.7920689 ]
66323,[ 2.04141413  0.10671819 -1.22236526]
66387,[-0. -0. -0.]
66423,[-3.53081036 -0.55036345 -0.66639986]
66443,[ 4.78869866e+01  1.27257259e-03 -4.02497165e-04]
66473,[0.56877818 0.0187281  0.32959667]
66483,[-1.02114060e+03 -2.26694752e-02  3.56414189e-02]
66556,[-2.02988889 -0.06604219  0.0142139 ]
66574,[ 2.98110555  0.00775299 -0.00579854]
66580,[-0. -0. -0.]
66591,[ 2.61512833  0.25374816 -1.27473498]
66599,[-0.  0.  0.]
66624,[ 2.97719777  0.36236206 -0.79889042]
66640,[-10.62625901  -0.14304864  -0.3790638 ]
66680,[0. 0. 0.]
66708,[ 0.  0. -0.]
66765,[2.53026459 0.44367501 0.97230348]
66769,[1.42001198 0.11715138 0.18164357]
66789,[-0. -0. -0.]
66790,[ 2.75948335  0.36917999 -2.37231597]
66792,[-4.93916024 -0.45573025 -0.44593946]
66797,[-0. -0.  0.]
66819,[-0. -0. -0.]
66842,[1.49987426 0.23560563 0.12310001]
66878,[11.85752649  0.04659306  0.09861659]
66942,[0. 0. 0.]
66945,[10.25552512  0.24304598 -0.45816044]
66974,[3.21608007 0.54237685 1.58742371]
67034,[-3.50779727e+01 -1.43487858e-02 -5.21595872e-03]
67072,[-2.85706587 -0.22471309 -0.15237896]
67079,[-0. -0. -0.]
67111,[-0. -0. -0.]
67174,[-0. -0.  0.]
67176,[ 2.67999573  0.24994955 -0.29932303]
67187,[ 1.32176209  0.06689613 -0.00344891]
67198,[-5.50786638e+02 -4.37724019e-03  7.86125662e-01]
67199,[-0. -0. -0.]
67236,[-2.35876697 -0.0749916   0.17080093]
67237,[ 2.66485461  0.27938334 -2.15509347]
67296,[0.7333418  0.11308179 0.12001573]
67325,[3.05553095 0.41010794 0.02250071]
67354,[-0. -0. -0.]
67397,[-6.74535354e+01 -2.15334017e-02 -3.13433679e-02]
67403,[-0. -0.  0.]
67415,[0. 0. 0.]
67442,[-4.27125707 -0.31124362  1.72076018]
67512,[ 0.  0. -0.]
67515,[ 0.  0. -0.]
67542,[0. 0. 0.]
67544,[0.76427262 0.12848084 0.0079834 ]
67547,[-0. -0. -0.]
67663,[-2.93503152e+05 -7.24825033e-09 -2.37156425e-13]
67677,[-1.36947626 -0.09449936 -0.22757968]
67694,[-0. -0.  0.]
67757,[-2.62853764 -0.304081   -0.87061958]
67778,[0. 0. 0.]
67782,[16.9102284   0.0580655   0.27709015]
67785,[ 0.  0. -0.]
67829,[-1.07566137 -0.0778741   1.08310105]
67838,[-9.11866275 -0.2777444   1.4880875 ]
67840,[-3.78838816e+11 -3.69173794e-10  3.70785353e-12]
67899,[4.47671368 0.10067593 0.32045001]
67910,[ 0.  0. -0.]
67958,[ 0.  0. -0.]
67997,[3.72247498e+02 3.78822679e-04 5.95195078e-04]
68000,[-4.96229537 -0.12233894  0.90218508]
68054,[ 6.89793614  0.03410704 -0.0448672 ]
68059,[4.13757617 0.12877847 1.97243417]
68156,[-2.58457752e+02 -1.15606814e-04  8.87005538e-07]
68185,[ 0.  0. -0.]
68249,[ 5.23909667  0.27499623 -2.38342836]
68256,[-8.79216677e+01 -4.46027625e-04  6.05021327e-03]
68272,[-2.67569177 -0.07187224  0.01155006]
68344,[0. 0. 0.]
68383,[-8.49627091 -0.24176603  0.04778683]
68436,[-2.26562812e+00 -6.91218770e-04 -4.55306145e-04]
68478,[ 7.81769895  0.08864372 -0.04125573]
68561,[1.65780329 0.0087335  0.03209091]
68568,[-3.6549599  -0.02382467  0.34438971]
68581,[-2.87978951 -0.25567825 -0.55244886]
68650,[-0. -0.  0.]
68690,[-2.27756574 -0.22102186  1.57664742]
68721,[ 2.70550195  0.22940639 -1.96032251]
68836,[0.80135424 0.19171406 0.49431278]
68846,[-0.61150669 -0.05219451 -0.17551092]
68886,[-2.59790069 -0.22068244  0.8749162 ]
68984,[0. 0. 0.]
68998,[ 3.02815995  0.26968487 -0.08728364]
69042,[ 1.99027846e+09  7.48436774e-12 -5.58649508e-10]
69078,[ 0. -0.  0.]
69156,[0. 0. 0.]
69180,[3.30106553 0.49144188 0.29794404]
69232,[-1.40188823e+10 -6.36033430e-12  3.30422373e-09]
69378,[-0. -0. -0.]
69389,[-0. -0. -0.]
69405,[-8.52232005e+02 -7.58148031e-07  5.20570108e-03]
69460,[2.95629783e+00 2.68180589e-01 8.79831761e-05]
69658,[6.26958277 0.01935417 0.10045491]
69684,[-1.26118441e+01 -6.67308529e-04  1.13821758e-03]
69697,[ 0.  0. -0.]
69721,[0. 0. 0.]
69775,[4.70254788 0.11318178 0.12297937]
69808,[-0. -0.  0.]
69810,[ 4.08971359  0.15874811 -0.03837324]
69878,[-0. -0.  0.]
69929,[-0. -0.  0.]
69945,[-1.5132782  -0.35610716 -0.54049996]
69955,[-0. -0.  0.]
69971,[-0. -0.  0.]
70052,[ 0.  0. -0.]
70065,[ 0.  0. -0.]
70183,[-0. -0. -0.]
70201,[1.25383971 0.11233067 0.16168914]
70214,[-0. -0.  0.]
70222,[-3.44672813e+03 -4.33898107e-02  1.87447399e-03]
70238,[ 2.33704568e+01  2.84520805e-03 -3.96330213e-02]
70318,[0. 0. 0.]
70401,[ 3.83356976e+01  2.22097445e-02 -1.29997574e-01]
70402,[-0. -0. -0.]
70415,[5.41323672e+04 1.05176656e-04 2.36750225e-02]
70450,[ 0.  0. -0.]
70477,[ 0.  0. -0.]
70504,[2.94687238 0.51363378 0.42685945]
70538,[2.72915534 0.50437455 1.48477285]
70541,[-0. -0.  0.]
70554,[ 3.01839553  0.52583534 -0.5651381 ]
70569,[ 1.50228445  0.13696445 -0.00930957]
70571,[-2.2720337  -0.07598451  0.28046097]
70585,[1.41674427e+00 1.99175072e-01 1.36454328e-03]
70594,[-0. -0.  0.]
70606,[1.31781152 0.5176217  1.59002575]
70629,[0. 0. 0.]
70649,[-5.99968842e+00 -1.45567457e-02 -3.53514858e-03]
70666,[-0. -0.  0.]
70703,[ 0. -0. -0.]
70713,[ 4.66463005  0.15287006 -0.03481823]
70772,[-1.41753548 -0.18754035  0.90798361]
70796,[0. 0. 0.]
70836,[ 0.  0. -0.]
70864,[ 0.  0. -0.]
70882,[3.4240638  0.64639304 1.22682804]
70918,[ 1.61643266e+01  7.42315521e-02 -7.13330848e-03]
70931,[-0. -0. -0.]
70947,[ 7.45942722  0.17790557 -8.52805127]
70951,[0. 0. 0.]
70999,[-4.49055241e+04 -7.39065371e-06 -1.55802581e-06]
71019,[-3.35268531 -0.73820738 -0.183964  ]
71102,[1.18484138e+01 4.21013133e-04 7.30056306e-04]
71162,[ 4.59407299  0.23592652 -0.39955085]
71183,[-0. -0. -0.]
71188,[-0. -0.  0.]
71201,[-0. -0. -0.]
71223,[-2.74869338 -1.04473856 -2.77472497]
71234,[ 2.79740264e+02  1.10918081e-03 -1.81986210e-03]
71261,[-7.74511660e+00 -1.67047152e-01 -1.32879240e-04]
71285,[-1.02851695 -0.0801517  -0.36313177]
71410,[ 4.62201116e+00  1.33006367e-01 -9.93937263e-04]
71415,[ 0.  0. -0.]
71470,[-0. -0.  0.]
71490,[ 5.02136853e+00  1.37902660e-03 -4.01686116e-02]
71521,[ 1.44194044  0.2925275  -0.09824784]
71561,[-0. -0. -0.]
71568,[-0. -0. -0.]
71612,[-3.26464225 -0.33986993 -1.47306525]
71634,[ 4.32630768  0.20001387 -0.9458298 ]
71662,[-0. -0. -0.]
71672,[-0. -0.  0.]
71703,[-2.16440058 -0.07206397  0.70708301]
71712,[-0. -0. -0.]
71716,[2.52067635 0.26644576 0.19018366]
71739,[24.49022283  0.04527354  0.03343977]
71786,[-0. -0.  0.]
71800,[ 0.  0. -0.]
71831,[-17.80018609  -1.0522194  -15.55853188]
71853,[-1.05497578e+01 -2.48191822e-02  4.35576753e-03]
71981,[ 9.31432922e+00  1.05476687e-04 -1.92518301e-04]
72099,[2.78201276 0.3299573  0.04830707]
72100,[-0.68028944 -0.03645773 -0.00662068]
72214,[-4.08851822e+01 -6.32071900e-03 -6.92118019e-01]
72261,[-3.05606562 -0.39500279  1.51165022]
72282,[-0. -0. -0.]
72296,[0. 0. 0.]
72347,[1.63643045 0.43512508 1.19564442]
72352,[ 0.  0. -0.]
72368,[-2.3231837 -0.0990853  0.0459162]
72530,[-7.42011171 -0.0263564   0.03096968]
72531,[13.90404591  0.21493374  2.22524206]
72575,[4.05289784 0.18584833 0.06437178]
72601,[1.67593942e+01 1.13998266e-01 2.99315560e-05]
72707,[ 7.95049971  0.14010502 -0.86384387]
72780,[2.89165071 0.41941833 0.03318337]
72785,[0. 0. 0.]
72863,[ 4.4966951   0.19357697 -0.04322262]
72975,[ 0.74028849  0.06188615 -0.02125021]
72990,[-0. -0.  0.]
72992,[-1.86516503e+02 -4.31866575e-03 -3.70711620e-03]
72999,[ 0.89965569  0.0330789  -0.01462524]
73053,[ 4.93392211  0.44679592 -1.85703162]
73059,[-2.83467257 -0.4205478   0.57555679]
73127,[9.92714989 0.65317249 1.37807759]
73133,[-1.39681176 -0.12756222  0.02509731]
73157,[ 6.32418865  0.15373284 -0.02660503]
73195,[-1.51884045e+00 -1.68283062e-01 -1.28378084e-03]
73196,[4.83015585e+02 7.02391695e-04 6.14707989e-02]
73243,[3.29453296 0.74274906 1.43539181]
73289,[2.88449068 0.75983204 1.71403263]
73330,[-7.66297277e+00 -7.05343253e-02  2.04979890e-03]
73363,[-2.6200986  -0.40051532  0.49328448]
73394,[9.17105644e+34 4.28015812e-41 6.55239119e-26]
73467,[ 0.  0. -0.]
73469,[-2.70268105 -0.14405337 -0.0861934 ]
73622,[3.69678015 0.04026279 0.16135616]
73681,[-4.89286285e+02 -3.61166349e-06  1.31757156e-07]
73691,[-0. -0. -0.]
73716,[-1.75034382 -0.05928139  0.14547931]
73741,[-1.88270469 -0.01420156 -0.2877708 ]
73748,[ 3.13071365  0.31484146 -0.09750702]
73835,[0.85664125 0.18662421 0.54055076]
73923,[ 3.39495959e+01  6.36684293e-04 -1.20362409e-07]
74026,[0. 0. 0.]
74056,[5.79563344 0.03551813 0.05179786]
74106,[4.52337913 0.04418234 0.00713552]
74115,[-2.61368306 -0.36407015  0.17657539]
74172,[ 0.  0. -0.]
74185,[4.88575679 0.02265828 0.18680941]
74238,[ 0.  0. -0.]
74272,[-3.14528872 -0.93926466 -2.51790178]
74286,[8.52302021e+01 6.58385332e-05 4.59100951e-04]
74328,[-28.33394748  -0.14447905   0.15065877]
74356,[ 4.14171028  0.17790032 -0.7174412 ]
74453,[0. 0. 0.]
74466,[5.6995155  0.47038444 0.38899119]
74493,[-0. -0.  0.]
74577,[ 3.04778367  0.47095735 -0.27803443]
74630,[12.29146139  0.05054273 -0.63579935]
74689,[2.8632539  0.31065124 0.14262895]
74691,[-6.93901508e+00 -1.48844738e-03  4.18195339e-02]
74709,[ 6.65436400e+01  5.32007168e-03 -3.17718883e-02]
74743,[0. 0. 0.]
74758,[ 7.16721237  0.01851525 -0.02181267]
74833,[ 2.13216565  0.02245864 -0.00989357]
74871,[-2.82419413 -0.3142344   0.54951075]
74892,[ 2.55902101  0.12038985 -0.17924173]
74908,[3.18146144 0.58227847 0.91924382]
74911,[6.41579465 0.01802278 0.01133019]
75081,[ 1.38562669e+02  3.56088907e-02 -3.47681199e-02]
75091,[3.0679944  0.32785614 0.94860551]
75096,[-2.41876056 -0.17069113 -0.06401336]
75115,[-0. -0. -0.]
75119,[-2.89718048 -0.20406767  0.47350446]
75149,[ 0.  0. -0.]
75251,[2.84043947 0.16415019 1.03553045]
75428,[-2.81174073 -0.33899405 -0.72027031]
75431,[0.71921793 0.11240162 0.18755618]
75485,[1.39904471e+01 1.56930948e-04 2.46988828e-01]
75486,[-0. -0.  0.]
75491,[-7.05347383e+00 -1.50683764e-02 -3.84270041e-03]
75498,[10.82330204  0.20705613  0.04446022]
75519,[-3.04246492 -0.55411484 -1.88479086]
75551,[0. 0. 0.]
75591,[ 0.  0. -0.]
75595,[2.70801976e+02 2.76090811e-04 5.35301212e-03]
75599,[3.35720331 0.6066288  1.12728675]
75695,[-0. -0. -0.]
75771,[-0. -0. -0.]
75777,[ 1.64172004  0.01273687 -0.01088798]
75842,[3.31933966 0.89124715 1.58411601]
75860,[3.82773764e+08 1.14657613e-10 1.14734750e-08]
75980,[-1.35356314 -0.18327387 -0.11950066]
76019,[-0. -0. -0.]
76070,[-2.29472721e+00 -2.10977482e-01 -6.24714525e-04]
76102,[-0. -0. -0.]
76122,[-2.6727728  -0.46332785  1.54509085]
76151,[ 0.  0. -0.]
76173,[ 0.  0. -0.]
76223,[ 4.11364922e+01 -1.39227867e-05  7.67786781e-05]
76253,[2.95156841 0.48057598 0.98972392]
76319,[-1.95998293 -0.12160728 -1.5412787 ]
76351,[-2.64137211 -0.30206357  0.31729327]
76352,[-0. -0.  0.]
76482,[0. 0. 0.]
76483,[ 2.94016533e+03  4.38846087e-04 -1.37937475e-02]
76530,[ 0.  0. -0.]
76532,[1.21681519 0.1069443  0.02122387]
76575,[ 2.37450125  0.47774227 -0.25662793]
76576,[ 0.  0. -0.]
76626,[-2.19475360e+11 -7.35423061e-15 -6.10361150e-16]
76710,[-15.23361682  -0.23316902  -0.81818719]
76741,[-1.47322788 -0.13753657  0.02290221]
76815,[ 0.69013718  0.09258305 -0.21407823]
76818,[-8.81346337e+03 -2.40729440e-06  3.10793785e-06]
76873,[-0. -0. -0.]
76888,[-13.60787006  -0.02628665  -0.1208694 ]
76932,[-2.44291706 -0.23714231  1.81965554]
76942,[-1.43273145e+07 -3.01091212e-09  1.83616025e-04]
76957,[-0. -0. -0.]
77181,[-1.15076756e+03 -6.56028326e-03 -5.17069450e-02]
77270,[-1.32287929e+02 -7.47766439e-03  4.95547372e-02]
77318,[0. 0. 0.]
77383,[ 9.36226282e+01  1.20287583e-02 -2.57349527e-02]
77480,[-0. -0.  0.]
77491,[-0. -0. -0.]
77530,[-5.82079001 -0.01521794  0.03466369]
77679,[-1.44412612 -0.27313337  0.3103919 ]
77724,[ 0.76383499  0.14389935 -0.04899583]
77809,[-0. -0.  0.]
77816,[-0. -0.  0.]
77840,[-1.42445453 -0.11510635  0.71136283]
77860,[ 0.  0. -0.]
77886,[3.98148237e+00 2.14302962e-02 2.19823417e-03]
77911,[-3.09545554 -0.4487623   0.50692811]
77960,[-2.93655358 -0.32368983 -0.57000151]
77971,[ 2.88302902  0.28138168 -0.34647466]
78015,[ 4.0442081   0.03480712 -0.28126041]
78236,[-0. -0. -0.]
78328,[ 1.33743668  0.12074886 -0.46393793]
78553,[-2.42500834e+05 -5.11746691e-07  4.72708380e-03]
78564,[-1.55236393 -0.36509066 -0.87919522]
78619,[-3.14690563 -0.76658889 -1.54415803]
78719,[-1.57854163 -0.26379815 -0.17053002]
78761,[-1.48989904 -0.20649882  0.094003  ]
78772,[-1.6666613  -0.17504978 -0.20334807]
78783,[ 6.81682998e+33 -1.43569109e-41  6.21585283e-26]
78834,[-1.88970539e+19 -1.18147385e-23 -5.06351231e-09]
78841,[0. 0. 0.]
78846,[7.88458356e+01 3.40326111e-03 4.56881539e-06]
78941,[ 4.86385227e+01  1.07744291e-01 -2.26238399e-02]
78973,[-0. -0.  0.]
78996,[2.60416816 0.19352447 0.79104329]
79182,[0. 0. 0.]
79186,[ 3.19329421e+08  1.83990926e-10 -5.57510944e-06]
79188,[-0. -0.  0.]
79372,[0. 0. 0.]
79441,[ 7.55344216  0.23433138 -0.99347757]
79475,[1.86888403 0.05555541 0.84776783]
79506,[ 5.57863219  0.31687955 -0.14316918]
79556,[5.87815201 0.3759464  0.86423585]
79680,[ 2.49482531  0.0667334  -0.00515654]
79687,[ 2.95730558  0.49936588 -1.24556088]
79736,[-1.87639024e+00 -4.22424990e-03  6.59005367e-04]
79740,[-0. -0. -0.]
79747,[-0. -0. -0.]
79754,[-0. -0.  0.]
79854,[3.00878958 0.37705802 0.2118526 ]
79916,[0.67269171 0.13156381 0.39379245]
79939,[-2.56719814 -0.08375638 -0.19659102]
79942,[ 4.61083912e+02  2.14271461e-04 -2.04593287e-05]
79957,[-0. -0. -0.]
79958,[-0. -0. -0.]
79977,[-0. -0.  0.]
80071,[ 0.76884991  0.14062952 -0.23184365]
80105,[-2.91449958 -0.60965449 -0.52197195]
80135,[0. 0. 0.]
80202,[ 8.34279015  0.17630359 -2.47201313]
80203,[0. 0. 0.]
80266,[-17.06479666  -0.1095044   -0.83676943]
80314,[ 0.70315361  0.08773367 -0.05878043]
80371,[-4.99903617 -0.14106566  2.02980224]
80397,[-0. -0. -0.]
80453,[ 4.53209040e+01  3.01327090e-03 -5.83962265e-04]
80477,[3.20994698 0.68957812 0.67907885]
80538,[ 2.92503960e+04  5.65602126e-04 -3.51787796e-06]
80555,[-8.07401441e+00 -3.50388302e-05 -1.18713107e-04]
80603,[ 2.28673673  0.17925786 -1.29678507]
80642,[-0. -0.  0.]
80683,[2.86894383e+03 1.07337947e-04 2.89223187e-06]
80776,[-3.61243414 -0.02036703 -0.02167297]
80785,[ 2.97833862  0.39465176 -0.03901429]
80803,[ 0.  0. -0.]
80810,[-0. -0. -0.]
80826,[-11.96412305  -0.16296547   0.61925442]
80837,[0. 0. 0.]
80908,[-0.  0.  0.]
80945,[ 0.  0. -0.]
81015,[2.15164533 0.10118922 0.01300885]
81087,[1.71651192 0.18577624 0.10436367]
81088,[ 5.06340548e+02  1.04713604e-02 -8.94819654e-03]
81103,[ 0.  0. -0.]
81136,[ 1.50948637  0.09129177 -0.00751562]
81207,[9.57375998e+01 1.38161021e-03 5.58412710e-04]
81263,[-3.20848827 -0.55583377 -0.80263152]
81274,[-1.03011816e+01 -6.40722068e-03 -3.05946367e-02]
81298,[-5.62416638e+00 -7.01534171e-04  1.83995148e-03]
81318,[ 0.50572822  0.01257319 -0.0175728 ]
81368,[0. 0. 0.]
81370,[-9.75729392 -0.02904825 -0.32273354]
81456,[-4.74935243 -0.31089762  0.11702918]
81481,[-4.56576607 -0.18308929  0.23492239]
81492,[-0. -0. -0.]
81578,[ 0.57869593  0.02848464 -0.26536981]
81609,[-3.60211810e+02 -1.77478538e-04  4.08941107e-02]
81682,[-0. -0. -0.]
81734,[-2.3781582  -0.39533829  0.90441991]
81771,[0. 0. 0.]
81845,[ 2.99614955  0.25973404 -0.08813887]
81848,[-3.40147523e+04 -4.42358757e-09  8.06799117e-08]
81855,[-0. -0. -0.]
81865,[2.1704089  0.1546516  0.61603914]
81924,[ 1.34962693  0.07001979 -0.02294694]
81977,[0. 0. 0.]
82080,[3.04714779 1.07494938 1.97230308]
82086,[3.43870898 1.02494541 2.12069441]
82123,[ 3.91163085e+01  1.95340588e-03 -3.81580248e-03]
82164,[ 0.  0. -0.]
82182,[3.22768071 0.7487974  0.11119885]
82227,[-6.02281602 -0.96948253 -2.98442603]
82391,[-0. -0.  0.]
82487,[-0. -0.  0.]
82491,[1.53391575 0.22543695 0.1029471 ]
82497,[-0. -0. -0.]
82657,[0. 0. 0.]
82673,[3.01971081 0.70922391 1.7515424 ]
82825,[-2.25725775 -0.14031662  0.82273348]
82831,[ 1.84410551e+05  3.60466857e-05 -2.91697234e-06]
82893,[ 5.88589522e+04 -2.92133554e-06 -5.01010338e+00]
82903,[0.88251512 0.02605382 0.09664039]
83110,[-2.77529709 -0.83853064 -2.3774339 ]
83156,[-9.21330917 -0.0344665   0.06395948]
83166,[2.47566808 0.06608466 0.12204934]
83178,[-1.24853663 -0.05163228  0.37617672]
83239,[-0. -0. -0.]
83287,[-0. -0.  0.]
83314,[4.70465196 0.8175154  3.23765451]
83363,[3.01274822 0.61978895 1.14708301]
83383,[-0.57628437 -0.00114324  0.00138667]
83404,[-1.56637452 -0.29126065 -0.04758135]
83431,[2.59636426 0.07999581 0.10028649]
83467,[6.60690900e+01 3.67908205e-03 2.69081162e-02]
83493,[ 2.80272554  0.2024295  -0.29239458]
83543,[0. 0. 0.]
83561,[ 9.39604647e+00  1.90102284e-01 -7.61932502e-03]
83587,[-1.26973373 -0.0925183   0.39143126]
83637,[-2.93921755e+04 -4.31240587e-09 -6.12290449e-11]
83646,[0.58746779 0.01798485 0.14895038]
83666,[ 3.63954242  0.08181442 -1.86435806]
83671,[-0. -0.  0.]
83680,[-2.78370349 -0.31609953  0.64688226]
83707,[ 4.94165821  0.45800892 -0.04041753]
83754,[-1.36763051 -0.05333231  0.16567791]
83853,[1.62582979 0.43846791 0.64232932]
84024,[5.79557376e+05 1.60605331e-08 2.97198736e-04]
84126,[0.77635574 0.13032666 0.06584065]
84146,[0.82821944 0.14561485 0.35657423]
84174,[-2.25438087 -0.89420531 -2.78062224]
84201,[0. 0. 0.]
84377,[-3.13767378 -0.37738166  0.06216242]
84427,[-3.16262419 -0.79977246 -0.28925193]
84476,[ 2.86581233  0.18724993 -0.88883141]
84523,[-3.76196105 -0.02084068  0.00659949]
84537,[ 0.  0. -0.]
84671,[0. 0. 0.]
84700,[ 2.87892868  0.43881307 -0.46537466]
84727,[5.01281953 0.38139136 0.4586263 ]
84729,[-1.04797844 -0.02815538  0.00633132]
84900,[16.43185137  0.05896607 -0.16212559]
84902,[0. 0. 0.]
85033,[0.77193249 0.13511377 0.24196098]
85067,[ 2.95043575  0.43538489 -0.08186877]
85161,[-3.00657988 -0.04900209  0.42653859]
85212,[ 3.01512911  0.21714369 -0.09127763]
85256,[6.12970939 0.72795526 2.09174781]
85280,[0. 0. 0.]
85367,[12.41786638  0.29121495 10.86550061]
85426,[ 0.  0. -0.]
85433,[-26.89312766  -0.08981676  -0.02838356]
85495,[-1.13877071 -0.04163902 -0.28627654]
85526,[-0. -0.  0.]
85534,[-6.43166213 -0.54451357 -1.98033243]
85587,[ 0.  0. -0.]
85616,[3.05994914 0.44834621 0.00517588]
85656,[1.32822745e+04 6.40509031e-08 3.45797951e-03]
85698,[-1.59806445 -0.24393083 -0.13546433]
85701,[0. 0. 0.]
85757,[5.35997400e+04 6.33111037e-12 2.96637837e-14]
85787,[ 4.74464609  0.11478903 -0.35760273]
85851,[-1.43937216 -0.27297742  0.02297318]
85872,[ 1.2520098  0.006246  -0.044166 ]
85962,[0. 0. 0.]
85993,[1.52789863e+08 2.19166172e-12 3.88114985e-07]
86033,[-0. -0. -0.]
